10000 100000
5458 375 70
613 3852 0
7911 7442 56
7523 4910 20
6445 9297 95
3172 4486 22
68 7089 15
7198 1402 10
814 8130 48
1690 7250 90
7243 6557 84
1780 5870 48
1753 197 23
6334 3230 88
701 9223 17
4393 2995 18
3075 7083 88
7847 9650 83
6450 8776 36
8899 7166 14
1402 5049 45
9403 300 36
984 3748 57
5876 9049 96
7166 7994 0
6597 4003 42
6053 4091 87
8563 2110 21
6217 2258 26
4371 4742 36
1880 8422 23
4342 4772 63
5073 6403 70
8168 9385 10
6832 960 23
5945 4669 38
1866 8895 72
4487 1032 22
6471 7909 75
5031 8429 78
4494 3337 13
9618 3422 74
3925 1355 57
6667 6929 81
7426 7168 66
2010 4629 38
5370 434 85
5875 9870 39
1192 8509 15
2056 3726 76
8497 6063 69
8508 5878 38
2916 4913 43
8298 3615 10
3484 8002 87
3439 1507 42
1641 1882 20
4248 1565 21
7216 6006 72
7789 5037 31
9663 5127 74
9530 5410 82
4152 3375 15
1085 4529 9
8026 3794 38
2997 8641 6
237 7469 99
3292 3933 8
3830 8628 53
9302 6140 55
2214 615 76
5004 7046 59
5147 9393 22
1038 5969 19
8972 3353 97
123 4394 49
2627 3414 89
9027 784 56
9203 2711 76
3966 5776 0
4899 1551 64
6855 4576 91
1154 2573 25
9997 7246 85
2511 8475 76
9411 2337 37
1475 1405 55
104 7619 36
7522 6256 62
4971 1899 56
5927 9237 67
1586 7599 27
1827 9328 22
2017 8076 36
186 8682 80
5945 9577 33
8 8441 88
8179 8573 30
7404 6723 94
418 1877 66
8871 7601 86
2156 7912 99
1544 9440 25
2412 5585 67
8134 8220 32
402 3979 98
13 4004 29
6517 8354 51
6875 8905 3
9444 8219 58
5353 5858 48
7620 1968 31
6270 5091 21
1315 5941 38
9098 5200 38
3793 6026 79
7062 1628 16
8597 9296 46
6591 7159 20
391 175 54
9115 998 44
9491 4668 84
531 6480 84
5396 2462 1
4055 198 8
4439 3759 82
3182 9532 67
2858 2623 38
6844 4344 80
1879 9174 78
8822 8362 67
8262 7393 76
1667 8510 92
997 3897 78
8478 2424 49
6710 2462 99
9408 885 20
9357 1724 3
66 7831 72
4640 9240 44
3510 6464 15
9673 6987 32
6376 8041 59
3086 4558 51
6993 380 39
444 1342 64
410 204 41
7111 5471 53
1180 8631 15
9957 4420 50
1858 2595 25
9450 4489 23
5198 5871 27
4273 3770 57
8693 8024 21
3696 2944 23
8911 1210 77
8030 5981 5
3654 2212 75
2998 2721 66
9037 1515 54
594 9319 71
6740 311 71
2233 3824 48
9066 1780 33
9616 3812 41
2218 6222 29
7656 8238 80
4844 2693 56
6310 9022 32
6992 1781 87
8819 4502 60
4510 9773 89
6029 638 77
8152 5524 43
8467 5745 24
5682 8073 24
7486 3153 16
6354 3505 37
3423 9459 69
959 8578 47
2479 6363 9
3017 1236 63
3313 7676 5
2060 4868 69
9827 3675 71
1468 5159 36
7763 3989 26
4354 7220 88
7509 1554 53
179 6824 91
9897 5930 91
9145 4413 60
1403 975 85
7924 9479 45
2280 9562 10
9842 9234 30
6846 7708 59
5286 5589 81
6025 24 6
1201 2428 51
696 1619 90
2062 706 30
3674 4794 38
369 2780 22
6737 653 41
142 9427 33
2495 35 50
9385 4948 93
5044 6556 39
4776 864 16
6774 9543 70
6579 2973 94
2889 3908 60
4543 9031 24
4258 2164 50
6952 3181 72
896 8347 85
3893 3502 70
7543 5958 16
3123 2043 85
1889 7495 10
7448 7389 56
6954 8897 75
5835 9909 92
6635 471 8
3575 9890 48
5006 4550 96
7884 8335 74
1650 1993 92
5032 5911 4
7249 7808 62
5642 4937 17
4454 2926 66
7121 8230 55
274 6078 82
751 3513 41
8857 2655 12
3734 1958 94
2021 341 96
821 5885 71
3905 149 17
5691 7791 79
7978 3092 39
3587 4556 42
563 8566 83
8106 9975 93
1993 8765 77
9638 4726 60
2875 7489 60
6500 3399 0
5028 5226 34
7485 4094 96
3692 6421 95
9186 6953 82
3516 9937 58
6183 8810 44
930 241 65
646 439 87
639 8002 29
1732 9409 69
7130 9089 37
456 5698 37
132 9559 9
3582 772 88
5856 7497 53
9437 8365 0
7296 5868 45
5418 1872 52
1006 1343 89
2056 559 42
4468 2803 84
731 3333 23
9869 1871 47
6000 7786 45
1047 1460 38
2933 3296 13
7684 9227 26
5662 365 81
3015 6541 6
6137 5624 5
7240 3945 85
1198 5303 47
8835 8627 4
4573 9007 64
8295 2325 38
6776 2172 82
5511 9890 58
6473 9115 27
359 60 33
5989 2356 77
8481 5567 9
2388 6467 33
2327 8020 84
3061 1157 53
483 3520 72
5997 1621 8
3081 2775 26
9034 299 97
3440 2667 27
2343 5143 89
1066 6263 12
9521 9009 86
5233 7748 48
2693 9939 72
1366 5144 66
8448 2514 32
4391 6811 8
7773 8679 86
1323 3835 36
4094 5239 35
8176 845 50
7217 4811 35
1852 502 80
9498 2391 94
8891 2358 90
9435 2436 89
2563 3733 26
4035 8120 95
6844 3963 25
8546 9459 53
6515 8466 96
8133 6520 52
6306 51 16
1971 7742 88
8790 1878 77
5593 2854 62
4017 3741 83
2189 9302 87
4391 9954 74
9594 7367 46
7850 4585 35
4045 2176 14
5013 4335 53
6820 7294 71
8085 1605 31
9951 6223 8
5399 5266 30
5400 1565 54
7640 7293 47
1478 1850 27
5916 3013 22
8278 8695 11
8993 9889 94
4611 9982 83
3589 494 47
6534 2017 24
250 5880 5
7666 6625 17
298 8851 52
3868 623 38
6808 9351 56
4072 691 89
6886 2537 93
2895 9297 41
8399 9083 54
813 3973 88
3594 2492 80
7837 4124 4
3510 2004 29
8507 1161 23
1851 4155 26
5483 8656 60
609 96 65
1090 2315 0
4864 8106 74
2938 8406 54
4290 5680 40
9416 9066 80
7880 5177 14
2156 9380 96
9309 9426 98
1889 8474 86
8226 5428 68
3638 1309 17
4801 4714 20
3840 1222 34
6789 3438 7
1466 9188 53
6097 829 37
4272 2744 62
8370 4466 19
3931 377 69
3556 1709 96
8247 2271 68
3205 8163 97
325 3741 84
7803 7416 7
8490 0 53
8846 9810 23
2978 858 82
9320 860 98
2840 4049 25
202 6258 17
8811 2318 92
9851 6640 37
6192 4681 65
7233 781 61
4944 7553 62
8790 9848 33
9175 1699 35
5726 9716 60
7403 821 78
5645 6964 32
5788 3924 73
4029 4454 74
4225 6131 91
1030 3241 75
691 6946 99
9081 3722 64
3175 7074 46
1899 6906 24
6760 6610 36
2786 93 57
1468 5110 17
4977 8836 40
5088 2999 8
2998 9834 28
3384 1453 61
4854 45 78
8194 2702 75
1432 4343 9
7457 5216 4
9929 5657 29
9016 4794 25
7624 4729 5
6508 3673 38
8392 5145 93
5197 6319 99
2954 1078 70
8167 2648 43
6934 6332 94
9281 6928 89
6673 3810 90
1250 5641 39
4993 5694 43
1414 8047 77
5710 3481 6
3667 7984 42
4177 5019 9
8565 463 63
6161 9524 48
9804 1030 83
7905 9040 93
9247 2152 8
5397 9418 79
7722 8258 26
8377 16 31
8307 5889 28
6407 6593 84
4349 6226 4
7983 7551 1
9417 200 70
5547 2168 80
7761 2664 32
1828 5734 7
6997 7718 55
9770 4418 76
4354 2070 80
534 9543 81
3274 2943 13
1710 8014 55
8031 4045 77
3864 990 64
3988 337 95
3642 7515 89
8252 3760 31
6988 7468 38
1066 1824 10
2993 3643 9
4134 8738 81
5397 1109 40
5909 1864 11
4827 9558 47
1927 3596 91
6878 2801 93
2685 1527 43
9994 3678 10
5248 5670 4
5362 7552 42
6324 84 4
3062 619 7
7413 7298 60
6376 3699 69
1721 188 22
3515 6114 27
586 1568 34
7262 2986 13
9758 208 62
651 722 71
9814 4758 40
3893 3274 70
6835 1270 15
1696 5849 13
6543 3396 49
7583 3276 89
7631 2722 84
5817 3194 60
9991 7766 80
9510 9287 85
899 4933 85
4939 9641 40
166 4864 46
6443 850 5
8104 5525 36
7389 5264 5
4709 4370 23
1840 3263 13
6768 9866 84
760 3667 10
6943 771 81
9487 648 82
6907 4229 98
8586 8030 73
733 9862 35
5274 6819 31
5675 4280 52
2010 9696 91
423 6364 52
2151 3308 37
9950 803 78
2487 6097 61
1435 1574 73
6267 678 96
5546 1808 24
5474 7111 41
4948 9276 44
4730 1649 39
8198 7337 85
2804 9668 41
5645 6639 71
7477 2041 96
2943 4986 65
2859 2634 99
8297 8478 30
5009 8764 66
5058 2559 22
1154 5341 39
6196 4173 75
8387 7422 15
8657 6435 45
1314 6682 95
1918 5945 73
7812 8676 81
3565 4866 19
5085 7369 63
4091 1403 86
6704 7746 87
7944 2976 25
6776 6764 31
1427 3229 14
1393 2480 29
5690 9482 68
4230 8962 29
8447 8025 43
9298 1722 92
5701 5695 53
4092 1167 27
8481 1366 4
2510 813 93
7199 1080 12
5853 552 57
8305 2915 70
4816 2172 60
82 3292 40
9132 4340 92
5902 7219 33
8579 1424 98
4803 2983 89
7580 7070 50
5261 4320 43
8711 1250 51
964 7559 15
9116 558 47
4319 4806 22
7708 8198 2
148 6117 4
4612 8729 75
7029 3489 90
4259 4152 51
7412 2529 38
9812 4393 73
2083 4986 12
2815 5588 41
1938 684 79
4512 6997 88
7456 457 51
9144 3292 17
5673 7906 85
9728 9980 71
6663 4462 3
5141 5425 66
826 3300 96
3530 9731 0
2493 2860 35
7911 8831 89
3764 1334 91
3415 2236 32
7596 6693 46
7024 7724 28
6988 3292 88
4572 1124 37
3648 4854 76
1637 4706 34
8949 9270 45
1701 2363 35
9434 4293 92
8362 3657 92
5078 5534 7
9275 3964 34
2083 5697 33
427 2098 60
9198 3533 46
2036 2078 49
7842 2576 0
2620 1289 4
7813 7208 72
3307 5085 29
6974 9545 64
6329 1550 86
4957 1383 40
7078 2439 12
5613 5264 82
5468 5214 24
3458 8736 78
4984 7227 12
3463 827 28
3248 1038 81
2716 7843 7
7663 1795 99
4574 2242 9
3618 7244 20
403 5697 99
4063 3362 15
1092 5294 44
4423 5873 14
4343 7314 92
6062 648 17
6368 5897 36
2694 888 99
6108 656 42
3529 7689 88
8095 3117 33
8501 7642 36
4251 4824 93
1920 371 77
3672 3040 66
3717 6672 51
6765 3945 52
792 5283 6
2756 3999 78
784 388 96
747 5940 36
4903 3172 17
9658 2967 13
5601 3763 27
3421 2114 95
1800 6039 6
6958 7147 65
4801 2461 80
2579 9831 71
7581 1038 30
7403 6858 40
6921 1158 61
6237 6494 23
2696 2965 2
4854 1231 95
5448 8100 45
1935 5640 1
8909 2317 75
840 5 64
8417 6127 55
91 3529 83
7684 8651 27
5294 3714 12
923 493 74
6977 4839 83
3223 121 59
5854 8695 4
5242 4059 36
9072 7071 78
4360 2351 67
3434 9139 46
3970 2472 29
7242 6039 51
6776 9123 36
6355 1264 79
6609 9661 55
8728 2504 48
5121 6041 35
8951 6191 69
1533 3927 69
1557 4286 91
7328 3886 33
2476 1682 69
69 405 24
9180 8697 60
1963 2733 9
6710 6660 87
3174 8983 10
941 2761 2
8694 604 19
4736 3436 32
9289 915 5
14 2312 17
5339 400 68
7766 1991 87
5317 6618 14
9691 6631 14
5900 1736 40
4498 6266 8
9779 5733 27
9329 4716 78
4089 5020 5
3228 9204 51
9248 6052 59
9865 7791 44
2086 3249 55
279 2554 30
7461 630 49
1219 2153 4
7765 9232 35
288 2619 14
5176 5051 87
6608 9235 96
8000 7253 95
6619 8412 54
7673 4208 30
9127 3371 98
7442 6908 30
4357 4780 65
7039 3407 44
6779 1193 79
7133 8879 32
5615 4965 7
4916 2222 33
2179 964 61
7986 965 27
1690 5874 18
9707 630 46
5748 6913 27
1503 9618 46
9707 7447 11
6048 2390 96
2269 4807 52
9547 4940 2
1851 2290 20
336 7384 47
1839 40 72
5689 3930 31
9737 7923 74
6396 2174 69
7 3167 9
3951 9331 64
1259 9553 90
6161 4064 61
8494 9970 53
7689 1106 64
4745 5464 24
9601 9065 33
7650 3365 99
548 1677 94
7552 1278 6
8494 9205 55
3009 102 82
1778 3820 52
4734 985 30
6287 3861 48
3849 6056 29
3081 1386 91
1087 5719 35
7698 7977 33
9554 9456 93
3260 8517 56
7857 9873 82
9380 5196 7
7901 7522 59
8730 3942 19
4496 3703 54
633 5089 23
362 4805 60
9632 4566 64
7623 7162 69
537 1306 64
1019 2197 95
195 5335 81
2486 4713 32
6735 6794 55
3135 7402 78
6361 1526 33
2124 3180 33
796 5528 98
8534 4464 21
3362 8264 3
4843 7554 90
4311 4776 34
129 2676 75
5548 738 97
573 7841 46
4045 4121 98
2744 8622 41
6823 7794 77
7825 2269 3
7301 9839 69
863 8362 48
8279 9321 91
3137 3241 16
7521 2008 97
3192 8737 34
9601 1235 25
9847 6501 96
9927 8155 24
8940 115 67
7532 6328 62
7136 1612 82
3915 3135 93
8248 4877 66
9394 2099 70
4033 4086 15
9699 5271 45
6347 4472 72
1172 8236 39
435 6007 18
9831 2389 32
3772 6094 16
8239 1769 8
7916 229 44
8890 3724 61
8120 887 87
7214 4396 83
6138 2563 20
3616 1134 15
772 1355 22
6326 9005 93
4986 6780 84
33 3295 77
660 2115 98
4122 2825 89
1736 9685 54
6626 1277 53
7530 9699 89
7166 9959 90
2052 3900 40
4820 1613 34
1369 1999 31
9871 1490 75
4506 1210 14
9873 8605 76
9686 2100 64
521 1568 89
2279 9766 92
7334 6244 17
8269 3936 67
7908 1439 48
7147 965 86
7111 8474 92
1214 5695 28
9934 5906 13
6202 7649 80
4282 6406 38
8236 2159 30
2010 409 68
7820 5986 15
4371 2049 17
3301 2843 3
4521 5394 46
1690 7647 34
1773 1372 73
6359 8302 41
9863 3907 67
5706 792 57
2562 3556 69
4353 6120 44
6328 6665 62
2892 3129 68
9657 7638 87
3165 9194 82
1334 3420 83
5002 6940 64
8708 7913 86
9600 2807 19
1375 7022 94
3052 9436 2
9823 7694 36
6477 9974 10
3091 8145 66
8743 5841 76
2627 5883 94
5842 6071 93
47 6095 0
100 4724 76
7435 4208 59
5168 3781 65
4325 9546 12
1996 3251 96
3906 2560 19
4733 7188 69
7496 9033 16
9062 433 4
503 3549 46
4514 1051 29
3185 4646 57
5562 8086 69
8215 3623 19
8972 6377 40
6141 2169 19
3119 9627 13
7688 469 35
3730 1471 80
841 2223 53
4674 6528 20
1084 7592 54
3822 6321 32
3245 8912 2
8991 5627 30
7843 4726 12
8859 4154 7
5199 1580 45
7902 2798 74
3737 2779 48
2141 5139 44
2037 7697 90
1012 8084 16
4158 1356 19
5609 9981 42
2568 3409 59
3410 6514 7
2885 5648 12
4388 2067 50
1674 3633 91
9315 3700 94
9993 1928 53
3363 7407 12
7600 743 12
3116 9023 77
7138 1663 52
6042 130 2
5304 781 8
9412 7806 24
8200 701 10
2428 9251 0
2335 8227 58
8912 4675 10
4808 614 25
7756 1082 25
5619 1639 59
9727 6062 79
1305 263 5
9642 8903 85
9487 2510 59
9888 2620 33
4300 8179 15
9471 5293 13
6466 8340 31
6091 897 48
6535 8658 22
1144 6384 37
4195 328 91
2277 3291 74
398 1812 46
9238 48 75
768 3352 39
9160 1740 99
237 6049 67
7234 9990 27
8425 5232 77
4083 9424 84
6642 34 79
6693 7009 66
9126 2315 26
1719 7206 96
2519 3023 28
5676 4174 70
8885 5125 79
2489 6667 11
6390 5974 48
3818 1476 57
9671 3302 94
1246 805 96
392 7354 90
4492 4686 4
4783 6368 98
8122 3118 98
1703 7124 34
4699 4548 22
9729 4711 41
8445 8573 32
4142 5700 3
5085 2877 39
1568 8142 50
8953 7405 72
9995 5448 16
7166 4180 80
6024 3757 47
6307 2283 21
7221 8563 35
4854 8698 1
6522 5148 47
9983 6203 55
4688 8167 3
4637 8351 83
4011 9312 60
917 9156 80
7245 8071 14
6081 1935 70
3170 909 93
203 1362 67
6192 8551 88
3146 8865 77
3110 1455 70
4419 8631 61
7265 6538 24
319 6603 4
8465 6588 11
4087 736 24
7160 6317 24
9445 9278 48
3434 8548 24
4739 6882 81
6614 4591 0
5421 9043 16
852 3145 8
3802 4519 86
9489 9689 99
9730 4699 13
9854 6062 54
5275 4994 19
1217 7158 49
3781 346 0
9324 6516 37
3604 2119 18
7968 7395 80
1140 88 7
6770 4979 38
2586 7137 66
8541 9195 52
1963 1797 42
3419 9477 81
1648 9523 19
8363 9843 82
9457 1324 29
3993 2996 91
6974 9429 67
4979 9604 42
2228 4168 14
9654 3963 61
741 2009 52
4776 1384 61
1670 8804 47
826 2426 83
6682 5284 72
2227 2445 27
6820 7953 66
6286 3619 51
8566 8137 39
7139 5391 19
9869 4295 16
3519 7192 62
8213 2185 26
8432 9210 85
1796 4427 85
7157 4456 41
4991 8586 7
2618 675 32
2111 9743 69
6014 7355 80
4244 2916 10
9128 3749 34
2051 3515 94
8931 7209 19
9533 2971 83
4486 5406 35
5480 9062 63
2495 1684 53
5655 1149 81
6481 5051 5
2800 8295 55
6216 9114 59
1545 464 68
5476 5850 90
1579 7678 52
738 2675 47
818 8440 1
4878 1625 31
6894 8670 67
9537 2417 85
4431 9035 44
8686 1899 10
1624 8199 91
5417 1353 60
4537 1282 48
8640 2028 85
2076 2586 92
2406 8610 2
2421 1101 94
4434 9308 9
8315 4129 55
591 4961 34
8746 8838 17
508 7112 43
7449 7460 23
6026 4550 84
3934 8658 28
4233 6872 43
7818 7144 78
5398 8077 72
3310 3385 49
9001 1849 0
3375 781 96
7095 944 8
9428 3396 45
3088 2965 17
2393 4359 76
5919 5586 10
4047 6182 68
1315 364 80
9716 9048 70
9863 8435 41
6980 4788 63
4599 4616 44
1843 7793 2
8487 632 94
5904 1459 16
5288 5350 52
6694 6439 69
9928 3301 73
7740 7692 29
5660 1624 58
7082 2515 87
8064 1753 12
6451 85 1
6113 9114 46
7866 1658 16
4901 9809 43
8915 3123 33
1004 6525 98
45 9012 77
3010 9901 12
9172 4120 23
7303 8034 38
9604 6663 5
8082 4929 39
2560 1077 23
552 3622 31
2549 9986 7
4148 9174 96
9179 7994 58
4623 1997 60
2096 8139 55
9522 7227 91
3070 1659 65
8496 8385 3
6494 41 72
7379 3161 53
9638 8459 99
9038 8187 56
9078 4660 40
8771 5375 42
5365 7309 53
6957 4735 38
5375 1859 80
2824 9993 15
3383 6523 83
238 6391 63
7981 3244 73
7118 216 35
9440 9084 13
4164 8129 3
7440 7459 64
7644 8745 41
8627 3787 93
6680 9812 13
3429 1240 32
6477 6305 72
8321 6367 89
1009 5019 4
8356 5211 63
9730 1871 42
4472 9022 83
457 2427 2
5545 3854 2
6251 1635 78
6197 1636 50
722 9825 50
1345 7005 92
488 5061 99
2788 9917 82
1527 611 15
4961 5656 26
820 5370 16
9426 3026 85
3695 3533 63
9830 2259 39
8006 5633 7
5852 2733 98
7343 6483 46
8042 744 38
7414 7621 7
5093 4007 94
6786 5235 20
5997 3459 12
5479 2894 25
4926 9146 49
4009 5567 66
3921 4366 85
4083 1250 94
5198 7433 3
8228 266 7
3670 8278 6
9288 5500 5
5716 5152 27
1992 9187 0
5986 6374 19
8449 296 35
3450 9816 67
5226 7268 99
5655 6369 29
3365 1234 88
2655 6908 26
8777 5881 3
89 4255 87
3906 8579 1
6418 8579 46
2119 5052 74
2569 7529 28
5239 4658 84
8913 3458 54
3918 1986 4
2770 4096 89
1197 2935 70
366 549 28
5786 5598 75
7019 9620 36
9693 2494 30
7928 8803 2
2763 930 50
7424 4184 2
6326 7559 51
2957 2297 53
5320 6203 38
9847 9721 76
6542 2992 69
1810 457 54
9094 7247 71
5563 6146 88
1687 1945 14
9133 9443 48
4702 135 23
5422 2447 57
5040 365 6
9064 5224 94
1773 771 86
7578 4051 94
2172 3313 94
9052 5898 63
7905 9971 52
8979 2597 38
8574 7803 66
3740 8360 83
9600 6913 3
3066 2242 27
1194 2377 96
8824 5007 51
5063 8361 68
9504 7024 23
5517 7059 46
4809 2597 38
1448 5657 81
7224 4409 11
5998 3620 15
7405 6998 53
6029 79 11
6042 5206 94
4059 2862 24
7277 5552 88
3173 4334 16
2754 2474 38
7435 2309 78
1807 9842 12
1744 6565 48
7050 1806 46
5220 2645 69
3779 1363 55
9100 9179 88
9275 2055 40
436 6923 59
279 2249 62
469 9856 53
5254 2973 19
1456 6228 24
9491 9480 59
2012 991 93
7663 2569 2
7162 6813 0
3020 1440 39
8481 236 73
4864 5701 87
2656 1049 18
6760 181 72
154 8734 19
3257 8986 78
45 6469 33
4323 6243 75
401 7854 17
8212 3893 29
284 889 99
1859 3007 19
9019 7724 54
4363 8804 51
6681 5665 15
3603 5600 27
821 530 37
8048 8387 32
4787 7996 8
334 8791 42
3044 3212 41
9225 3399 35
2409 4613 91
9872 2712 4
9031 1559 65
5306 2611 64
3157 2466 87
3954 4363 9
870 7398 5
9090 3080 80
8130 808 75
958 8154 37
228 5963 34
2715 9241 1
2989 8065 97
1595 8944 48
2590 2146 73
2553 756 64
4187 8470 78
358 708 62
4212 1739 33
7494 9896 51
7906 4865 69
1525 2479 70
8430 1869 75
4862 883 54
1813 8867 24
4955 3894 57
1315 4546 71
9522 1319 10
8310 8488 35
3777 5274 76
8251 6865 85
8332 7066 16
9641 1924 81
1109 7384 98
2071 6052 83
8950 7294 70
7635 802 73
6304 7527 56
7663 5683 15
1488 9628 37
8069 4731 45
1653 5728 93
1927 1456 38
3031 1396 68
5774 8382 20
4317 7052 79
3070 4256 89
8205 5060 14
9616 9069 24
4339 5554 92
6486 6675 66
4653 7079 28
1486 6590 3
4776 3176 67
7608 8054 46
4605 9900 6
3482 347 72
7796 7862 66
3165 6837 6
8632 407 40
9019 5898 32
6953 4485 13
7139 5099 68
8574 2113 36
9240 1754 45
4305 2070 40
6615 1141 17
3252 7845 77
9976 3272 36
1984 9132 77
120 7686 4
958 166 87
4220 804 62
4551 8673 91
5347 8294 66
663 4432 7
396 1246 93
2193 3008 77
9924 2381 94
5591 4898 17
9282 7617 42
7387 3269 43
4534 2957 43
2146 1678 45
5980 1066 48
1264 3877 18
3166 3230 70
4228 5844 94
5805 5991 43
810 5128 93
8739 8792 35
8102 1991 41
2832 484 39
5585 6520 50
7000 7249 81
1068 9786 46
